customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,signup_month,cohort,churn
CUST_0894,12,71.86,915.05,5,2,One Year,Electronic Check,Senior,3,2021-03,0
CUST_0895,26,60.63,1627.62,5,2,Month-to-Month,Credit Card,Young Adult,8,2023-08,0
CUST_0896,5,54.82,332.53,1,1,Two Year,Mailed Check,Middle Age,1,2023-01,0
CUST_0897,8,97.02,726.22,5,1,One Year,Credit Card,Middle Age,6,2021-06,0
CUST_0898,54,56.93,3013.1,1,4,Month-to-Month,Mailed Check,Middle Age,6,2022-06,0
CUST_0899,1,53.87,0.0,5,6,Month-to-Month,Electronic Check,Senior,5,2021-05,1
CUST_0900,2,71.51,209.75,5,3,Month-to-Month,Mailed Check,Middle Age,4,2023-04,1
CUST_0901,5,83.71,391.19,4,1,Month-to-Month,Electronic Check,Senior,3,2021-03,0
CUST_0902,1,67.17,4.6,1,6,Two Year,Credit Card,Young Adult,4,2021-04,0
CUST_0903,4,93.33,351.77,1,2,Two Year,Credit Card,Senior,7,2023-07,0
CUST_0904,20,80.62,1600.47,5,3,Month-to-Month,Bank Transfer,Middle Age,7,2022-07,1
CUST_0905,13,26.44,357.14,1,7,Month-to-Month,Electronic Check,Young Adult,3,2023-03,1
CUST_0906,53,59.41,3161.28,5,3,Month-to-Month,Mailed Check,Middle Age,11,2021-11,0
CUST_0907,40,58.76,2308.99,5,5,Two Year,Mailed Check,Middle Age,10,2023-10,0
CUST_0908,10,79.59,830.18,3,4,Two Year,Bank Transfer,Young Adult,3,2022-03,0
CUST_0909,7,20.0,108.04,1,4,Month-to-Month,Electronic Check,Senior,3,2022-03,1
CUST_0910,11,120.0,1312.19,2,4,One Year,Electronic Check,Middle Age,5,2022-05,0
CUST_0911,21,80.62,1727.36,1,6,One Year,Credit Card,Middle Age,1,2022-01,1
CUST_0912,7,72.98,478.77,1,3,Month-to-Month,Bank Transfer,Middle Age,10,2021-10,1
CUST_0913,23,93.63,2125.02,4,3,Two Year,Electronic Check,Young Adult,11,2021-11,0
CUST_0914,12,116.87,1432.02,2,4,Month-to-Month,Credit Card,Senior,7,2021-07,1
CUST_0915,19,87.41,1617.9,2,7,Month-to-Month,Credit Card,Middle Age,8,2021-08,0
CUST_0916,13,88.98,1137.5,4,2,Month-to-Month,Bank Transfer,Middle Age,7,2022-07,1
CUST_0917,8,72.61,608.67,4,1,One Year,Credit Card,Middle Age,8,2022-08,0
CUST_0918,71,67.17,4871.77,1,2,Month-to-Month,Bank Transfer,Senior,9,2021-09,0
CUST_0919,34,60.48,2086.59,3,3,One Year,Electronic Check,Middle Age,4,2021-04,0
CUST_0920,3,53.48,184.07,4,2,Two Year,Electronic Check,Young Adult,3,2023-03,0
CUST_0921,48,56.26,2727.02,2,3,One Year,Mailed Check,Middle Age,7,2022-07,0
CUST_0922,16,42.99,634.18,2,4,One Year,Electronic Check,Middle Age,12,2021-12,0
CUST_0923,53,68.48,3635.22,1,0,Month-to-Month,Mailed Check,Senior,9,2021-09,0
CUST_0924,38,36.31,1378.29,3,5,Month-to-Month,Electronic Check,Middle Age,12,2021-12,1
CUST_0925,13,73.82,975.74,5,0,Month-to-Month,Credit Card,Middle Age,9,2021-09,0
CUST_0926,1,69.27,75.1,4,5,Month-to-Month,Electronic Check,Young Adult,12,2021-12,1
CUST_0927,7,72.94,529.56,4,4,Two Year,Mailed Check,Middle Age,8,2022-08,0
CUST_0928,18,59.56,1056.51,1,4,Two Year,Mailed Check,Middle Age,3,2023-03,0
CUST_0929,24,120.0,2882.93,3,4,Month-to-Month,Electronic Check,Young Adult,6,2023-06,1
CUST_0930,7,97.2,619.01,2,2,One Year,Electronic Check,Middle Age,2,2023-02,0
CUST_0931,3,45.11,119.33,2,1,One Year,Bank Transfer,Senior,6,2022-06,0
CUST_0932,43,74.66,3279.92,5,2,Two Year,Bank Transfer,Young Adult,5,2021-05,0
CUST_0933,72,57.84,4180.42,2,5,Month-to-Month,Bank Transfer,Middle Age,4,2023-04,0
CUST_0934,17,49.71,844.02,4,2,One Year,Bank Transfer,Young Adult,3,2021-03,0
CUST_0935,4,43.2,267.61,5,1,Month-to-Month,Electronic Check,Young Adult,8,2023-08,1
CUST_0936,7,78.64,482.44,3,5,Month-to-Month,Credit Card,Young Adult,10,2022-10,1
CUST_0937,1,56.37,0.9,5,3,Month-to-Month,Bank Transfer,Middle Age,6,2023-06,1
CUST_0938,58,89.36,5268.52,3,1,Month-to-Month,Electronic Check,Senior,9,2023-09,0
CUST_0939,3,89.88,271.94,2,0,Month-to-Month,Bank Transfer,Senior,3,2021-03,0
CUST_0940,20,97.48,1937.47,1,5,Month-to-Month,Mailed Check,Young Adult,5,2021-05,1
CUST_0941,7,52.95,310.69,5,3,One Year,Bank Transfer,Young Adult,4,2023-04,0
CUST_0942,19,79.51,1533.07,5,3,One Year,Electronic Check,Middle Age,6,2022-06,0
CUST_0943,25,82.65,2093.47,4,2,Two Year,Electronic Check,Young Adult,2,2022-02,0
CUST_0944,42,60.52,2487.12,4,2,Month-to-Month,Credit Card,Senior,6,2021-06,0
CUST_0945,5,54.56,265.79,3,3,Two Year,Electronic Check,Young Adult,3,2023-03,0
CUST_0946,1,102.19,85.41,1,2,One Year,Mailed Check,Young Adult,8,2023-08,0
CUST_0947,3,74.55,236.45,4,5,Month-to-Month,Electronic Check,Middle Age,10,2023-10,1
CUST_0948,55,82.72,4493.64,4,3,One Year,Bank Transfer,Senior,10,2022-10,0
CUST_0949,49,53.56,2687.04,2,4,One Year,Electronic Check,Young Adult,11,2022-11,0
CUST_0950,21,45.61,1003.6,2,3,Month-to-Month,Credit Card,Young Adult,6,2023-06,0
CUST_0951,22,58.61,1271.26,4,5,One Year,Electronic Check,Middle Age,12,2023-12,0
CUST_0952,26,67.52,1744.7,3,1,One Year,Electronic Check,Middle Age,8,2022-08,0
CUST_0953,4,48.72,188.06,1,3,Two Year,Credit Card,Senior,7,2021-07,0
CUST_0954,58,69.8,4009.48,4,4,Two Year,Bank Transfer,Young Adult,6,2023-06,0
CUST_0955,13,36.23,448.82,3,2,One Year,Bank Transfer,Young Adult,9,2022-09,0
CUST_0956,11,47.6,510.09,3,1,One Year,Electronic Check,Middle Age,11,2021-11,0
CUST_0957,17,83.42,1498.78,4,1,Two Year,Electronic Check,Young Adult,9,2022-09,0
CUST_0958,1,82.08,129.41,3,3,Two Year,Bank Transfer,Middle Age,10,2023-10,0
CUST_0959,4,62.16,295.37,5,3,One Year,Bank Transfer,Young Adult,10,2022-10,0
CUST_0960,32,49.64,1606.98,3,1,One Year,Electronic Check,Senior,4,2023-04,0
CUST_0961,2,49.45,43.03,4,6,Month-to-Month,Electronic Check,Middle Age,8,2022-08,1
CUST_0962,22,62.53,1373.59,3,2,One Year,Electronic Check,Senior,3,2022-03,0
CUST_0963,6,82.89,545.86,4,1,Month-to-Month,Electronic Check,Senior,11,2023-11,1
CUST_0964,11,88.56,911.25,2,6,Month-to-Month,Electronic Check,Senior,5,2023-05,1
CUST_0965,8,60.07,512.39,4,3,Month-to-Month,Credit Card,Middle Age,12,2023-12,1
CUST_0966,10,46.93,585.43,3,1,Month-to-Month,Mailed Check,Senior,3,2022-03,0
CUST_0967,30,75.36,2313.89,4,2,Month-to-Month,Electronic Check,Middle Age,10,2023-10,0
CUST_0968,8,53.53,498.94,1,2,Two Year,Bank Transfer,Young Adult,4,2022-04,0
CUST_0969,20,59.63,1203.52,4,4,One Year,Credit Card,Senior,5,2021-05,0
CUST_0970,15,96.51,1496.05,4,3,Month-to-Month,Mailed Check,Middle Age,8,2022-08,1
CUST_0971,26,86.54,2214.15,1,3,One Year,Bank Transfer,Young Adult,10,2023-10,0
CUST_0972,66,73.16,4868.35,1,5,Two Year,Bank Transfer,Senior,8,2021-08,0
CUST_0973,31,44.56,1414.08,1,1,Month-to-Month,Credit Card,Middle Age,3,2021-03,1
CUST_0974,5,74.23,385.65,5,3,Month-to-Month,Bank Transfer,Senior,8,2021-08,1
CUST_0975,1,91.25,157.05,4,5,Month-to-Month,Credit Card,Senior,10,2023-10,1
CUST_0976,7,62.49,410.49,1,3,Two Year,Electronic Check,Middle Age,4,2021-04,0
CUST_0977,21,97.02,2028.07,1,3,Month-to-Month,Mailed Check,Young Adult,11,2023-11,0
CUST_0978,1,95.85,100.62,2,2,Two Year,Bank Transfer,Middle Age,2,2021-02,0
CUST_0979,16,103.27,1600.84,5,4,Month-to-Month,Electronic Check,Middle Age,3,2021-03,1
CUST_0980,21,76.1,1609.45,4,4,Month-to-Month,Bank Transfer,Young Adult,8,2021-08,1
CUST_0981,9,81.75,649.8,3,4,Month-to-Month,Electronic Check,Young Adult,12,2021-12,1
CUST_0982,35,98.28,3492.15,5,0,Month-to-Month,Electronic Check,Young Adult,5,2021-05,0
CUST_0983,2,78.95,160.23,5,4,One Year,Credit Card,Middle Age,2,2022-02,1
CUST_0984,1,59.98,33.94,2,2,Month-to-Month,Credit Card,Young Adult,7,2021-07,1
CUST_0985,31,61.03,1850.21,4,2,Month-to-Month,Credit Card,Young Adult,5,2022-05,1
CUST_0986,16,74.77,1184.59,4,5,Month-to-Month,Electronic Check,Middle Age,6,2023-06,1
CUST_0987,27,44.19,1227.54,1,3,One Year,Mailed Check,Young Adult,2,2023-02,0
CUST_0988,13,67.13,900.08,1,2,One Year,Mailed Check,Young Adult,11,2021-11,0
CUST_0989,6,91.93,516.3,5,5,One Year,Electronic Check,Senior,7,2023-07,1
CUST_0990,41,26.17,1030.67,2,2,Two Year,Electronic Check,Middle Age,1,2021-01,0
CUST_0991,38,100.69,3859.06,4,1,Month-to-Month,Electronic Check,Middle Age,10,2022-10,0
CUST_0992,28,92.45,2552.48,2,3,Month-to-Month,Bank Transfer,Senior,10,2023-10,1
CUST_0993,7,60.8,428.6,3,3,Month-to-Month,Bank Transfer,Young Adult,5,2021-05,1
CUST_0994,21,80.87,1704.46,4,1,Month-to-Month,Credit Card,Middle Age,9,2021-09,1
CUST_0995,10,70.06,716.2,1,3,Month-to-Month,Bank Transfer,Middle Age,7,2023-07,1
CUST_0996,2,94.6,232.11,5,1,Two Year,Bank Transfer,Senior,9,2023-09,0
CUST_0997,59,89.65,5226.2,2,4,One Year,Credit Card,Middle Age,9,2023-09,0
CUST_0998,3,42.0,30.44,1,3,Month-to-Month,Credit Card,Young Adult,1,2021-01,1
CUST_0999,72,81.75,5857.63,5,4,Month-to-Month,Electronic Check,Middle Age,8,2021-08,0
CUST_1000,14,65.89,1012.54,1,3,One Year,Electronic Check,Middle Age,12,2021-12,0
CUST_1001,4,71.66,387.75,4,6,Two Year,Credit Card,Middle Age,7,2022-07,0
CUST_1002,18,55.44,1089.48,2,1,Month-to-Month,Electronic Check,Middle Age,11,2021-11,0
CUST_1003,49,104.96,5133.39,3,3,Month-to-Month,Electronic Check,Middle Age,2,2021-02,1
CUST_1004,31,90.8,2725.69,1,5,Two Year,Electronic Check,Senior,3,2021-03,0
CUST_1005,39,55.2,2035.65,2,2,Two Year,Credit Card,Middle Age,6,2023-06,0
CUST_1006,25,43.31,1052.05,4,3,Month-to-Month,Mailed Check,Young Adult,11,2021-11,0
CUST_1007,28,62.29,1734.22,1,2,Month-to-Month,Bank Transfer,Senior,11,2022-11,0
CUST_1008,45,78.69,3606.08,4,5,Month-to-Month,Bank Transfer,Senior,3,2022-03,0
CUST_1009,6,74.8,492.19,3,0,Two Year,Bank Transfer,Senior,8,2023-08,0
CUST_1010,16,95.06,1532.33,3,1,Month-to-Month,Credit Card,Middle Age,4,2022-04,0
CUST_1011,6,85.8,470.31,5,3,Two Year,Electronic Check,Middle Age,7,2022-07,1
CUST_1012,72,89.39,6388.04,5,3,Month-to-Month,Credit Card,Senior,4,2021-04,0
CUST_1013,69,76.54,5293.97,5,4,One Year,Electronic Check,Young Adult,2,2021-02,0
CUST_1014,1,42.21,77.06,4,4,One Year,Credit Card,Senior,7,2021-07,0
CUST_1015,29,66.09,1936.2,5,4,Month-to-Month,Electronic Check,Young Adult,8,2021-08,1
CUST_1016,62,91.2,5602.67,2,5,Month-to-Month,Bank Transfer,Young Adult,1,2021-01,0
CUST_1017,4,68.97,308.41,4,3,Month-to-Month,Electronic Check,Young Adult,5,2022-05,1
CUST_1018,20,80.06,1622.5,4,4,One Year,Electronic Check,Middle Age,10,2021-10,1
CUST_1019,59,63.63,3700.64,5,0,Month-to-Month,Mailed Check,Young Adult,8,2022-08,0
CUST_1020,1,49.4,10.18,5,4,One Year,Electronic Check,Young Adult,1,2023-01,0
CUST_1021,28,67.53,1925.26,4,4,One Year,Credit Card,Middle Age,12,2022-12,0
CUST_1022,8,76.18,597.71,3,1,Month-to-Month,Electronic Check,Middle Age,3,2021-03,0
CUST_1023,61,56.89,3549.75,3,5,Two Year,Electronic Check,Senior,2,2021-02,0
CUST_1024,72,65.29,4725.94,5,2,One Year,Credit Card,Young Adult,3,2021-03,0
CUST_1025,69,51.21,3509.16,3,2,One Year,Credit Card,Young Adult,3,2023-03,0
CUST_1026,15,92.38,1385.19,2,3,Month-to-Month,Electronic Check,Young Adult,3,2023-03,1
CUST_1027,47,64.11,3016.34,2,4,One Year,Bank Transfer,Middle Age,1,2022-01,0
CUST_1028,44,99.06,4322.22,2,4,Month-to-Month,Bank Transfer,Middle Age,3,2022-03,1
CUST_1029,9,100.57,859.5,4,2,Two Year,Electronic Check,Middle Age,2,2021-02,0
CUST_1030,42,68.38,2907.03,4,1,Month-to-Month,Electronic Check,Middle Age,9,2021-09,0
CUST_1031,1,49.83,92.09,4,5,One Year,Bank Transfer,Senior,10,2021-10,0
CUST_1032,21,28.28,624.07,4,4,One Year,Bank Transfer,Young Adult,8,2022-08,0
CUST_1033,6,40.56,319.13,4,5,Month-to-Month,Electronic Check,Middle Age,6,2021-06,1
CUST_1034,3,42.52,100.47,5,3,Month-to-Month,Electronic Check,Young Adult,7,2022-07,1
CUST_1035,1,97.57,181.28,3,3,Month-to-Month,Electronic Check,Young Adult,1,2022-01,1
CUST_1036,28,72.32,1979.91,5,2,Month-to-Month,Electronic Check,Young Adult,7,2021-07,1
CUST_1037,9,77.79,649.48,3,3,Two Year,Electronic Check,Middle Age,8,2021-08,0
CUST_1038,30,25.59,679.7,5,1,Two Year,Mailed Check,Middle Age,8,2022-08,0
CUST_1039,1,46.04,23.75,2,2,Month-to-Month,Bank Transfer,Senior,6,2022-06,1
CUST_1040,9,87.74,764.47,1,4,Month-to-Month,Bank Transfer,Senior,7,2022-07,1
CUST_1041,18,75.74,1389.62,4,2,Two Year,Electronic Check,Middle Age,11,2022-11,0
CUST_1042,37,67.06,2493.41,1,5,Month-to-Month,Electronic Check,Young Adult,2,2023-02,1
CUST_1043,9,81.3,672.05,1,4,Two Year,Electronic Check,Senior,4,2021-04,0
CUST_1044,23,102.72,2342.92,2,2,Month-to-Month,Credit Card,Senior,8,2022-08,0
CUST_1045,52,65.58,3391.59,1,4,One Year,Electronic Check,Senior,11,2023-11,0
CUST_1046,22,71.39,1481.78,1,1,Month-to-Month,Electronic Check,Young Adult,4,2023-04,1
CUST_1047,6,73.85,394.05,2,4,Month-to-Month,Electronic Check,Senior,8,2022-08,1
CUST_1048,1,117.84,79.3,3,2,Month-to-Month,Bank Transfer,Senior,10,2023-10,1
CUST_1049,48,28.01,1416.16,5,7,One Year,Credit Card,Middle Age,12,2023-12,0
CUST_1050,1,83.66,93.23,1,3,Month-to-Month,Electronic Check,Senior,4,2023-04,1
CUST_1051,49,67.7,3350.41,4,2,One Year,Bank Transfer,Senior,9,2021-09,0
CUST_1052,18,81.34,1389.19,2,6,Month-to-Month,Bank Transfer,Middle Age,1,2022-01,1
CUST_1053,67,56.85,3868.66,1,1,Month-to-Month,Electronic Check,Senior,6,2021-06,0
CUST_1054,38,69.02,2687.82,3,2,Month-to-Month,Electronic Check,Senior,1,2023-01,0
CUST_1055,72,84.23,5964.64,3,4,Month-to-Month,Bank Transfer,Senior,12,2023-12,0
CUST_1056,10,120.0,1164.73,4,7,Month-to-Month,Electronic Check,Senior,6,2023-06,1
CUST_1057,34,86.16,2954.23,1,5,Month-to-Month,Bank Transfer,Middle Age,4,2021-04,1
CUST_1058,12,53.04,668.7,4,2,One Year,Electronic Check,Young Adult,8,2022-08,0
CUST_1059,15,61.52,888.88,3,4,Two Year,Credit Card,Young Adult,8,2023-08,0
CUST_1060,23,60.93,1386.12,3,5,One Year,Electronic Check,Senior,9,2021-09,0
CUST_1061,49,34.09,1640.54,5,2,Month-to-Month,Bank Transfer,Middle Age,7,2021-07,0
CUST_1062,72,63.4,4570.32,3,2,Month-to-Month,Mailed Check,Middle Age,11,2021-11,0
CUST_1063,35,84.66,3022.96,2,1,Month-to-Month,Credit Card,Middle Age,8,2021-08,0
CUST_1064,12,44.52,495.69,5,1,Month-to-Month,Electronic Check,Young Adult,11,2022-11,1
CUST_1065,13,90.97,1232.65,4,3,Month-to-Month,Electronic Check,Middle Age,3,2023-03,1
CUST_1066,32,79.76,2513.24,3,4,Month-to-Month,Bank Transfer,Senior,10,2023-10,1
CUST_1067,6,55.32,289.54,2,2,Month-to-Month,Bank Transfer,Young Adult,4,2022-04,1
CUST_1068,2,67.17,175.27,5,1,Month-to-Month,Electronic Check,Middle Age,4,2023-04,1
CUST_1069,10,101.97,1065.8,2,1,Month-to-Month,Mailed Check,Middle Age,6,2021-06,1
CUST_1070,8,84.67,719.93,5,5,Month-to-Month,Credit Card,Middle Age,7,2023-07,1
CUST_1071,8,70.18,495.65,5,1,Month-to-Month,Electronic Check,Middle Age,9,2021-09,1
CUST_1072,6,65.25,368.2,5,2,One Year,Credit Card,Senior,10,2022-10,0
CUST_1073,1,71.53,112.68,4,2,Month-to-Month,Credit Card,Middle Age,6,2023-06,1
CUST_1074,1,59.76,61.84,5,1,Month-to-Month,Bank Transfer,Middle Age,2,2023-02,0
CUST_1075,72,27.91,1955.84,5,4,Month-to-Month,Electronic Check,Middle Age,10,2022-10,0
CUST_1076,13,110.84,1463.84,2,2,Month-to-Month,Bank Transfer,Senior,10,2021-10,1
CUST_1077,11,73.11,768.47,5,2,One Year,Bank Transfer,Middle Age,7,2023-07,0
CUST_1078,27,77.96,2194.65,4,2,Month-to-Month,Bank Transfer,Middle Age,10,2021-10,0
CUST_1079,5,68.84,421.44,2,4,Month-to-Month,Electronic Check,Middle Age,9,2023-09,1
CUST_1080,71,55.3,3956.5,5,8,One Year,Mailed Check,Young Adult,8,2022-08,0
CUST_1081,37,66.28,2520.41,2,2,Month-to-Month,Credit Card,Young Adult,4,2023-04,0
CUST_1082,2,38.01,79.26,4,3,Two Year,Mailed Check,Young Adult,2,2021-02,0
CUST_1083,12,115.54,1424.75,2,3,Two Year,Electronic Check,Young Adult,8,2023-08,0
CUST_1084,50,45.31,2339.39,4,0,Month-to-Month,Mailed Check,Middle Age,6,2022-06,0
CUST_1085,69,49.36,3418.11,3,3,Month-to-Month,Bank Transfer,Young Adult,12,2021-12,0
CUST_1086,15,61.19,905.09,5,3,One Year,Mailed Check,Senior,8,2022-08,0
CUST_1087,22,95.76,2021.49,4,7,Two Year,Electronic Check,Senior,11,2021-11,1
CUST_1088,4,70.29,277.0,5,3,One Year,Credit Card,Middle Age,9,2021-09,0
CUST_1089,72,45.28,3301.33,4,2,Month-to-Month,Electronic Check,Middle Age,3,2023-03,0
CUST_1090,6,95.09,617.82,1,0,Month-to-Month,Electronic Check,Middle Age,8,2022-08,1
CUST_1091,68,84.62,5779.38,1,5,One Year,Electronic Check,Middle Age,10,2022-10,0
CUST_1092,25,80.77,1992.19,1,2,Month-to-Month,Mailed Check,Middle Age,8,2023-08,0
CUST_1093,22,84.31,1755.98,4,2,Month-to-Month,Bank Transfer,Middle Age,5,2021-05,1
CUST_1094,17,117.89,1979.37,5,3,One Year,Electronic Check,Middle Age,6,2023-06,1
CUST_1095,6,113.7,666.98,1,2,Month-to-Month,Mailed Check,Middle Age,5,2022-05,0
CUST_1096,4,56.27,209.43,5,1,Two Year,Bank Transfer,Middle Age,6,2021-06,0
CUST_1097,5,102.48,543.33,4,5,Two Year,Mailed Check,Middle Age,1,2022-01,1
CUST_1098,4,77.66,409.92,5,2,Month-to-Month,Mailed Check,Senior,10,2021-10,1
CUST_1099,36,79.98,2885.46,5,2,One Year,Bank Transfer,Senior,10,2021-10,0
CUST_1100,10,36.15,350.66,1,4,One Year,Electronic Check,Middle Age,10,2023-10,0
CUST_1101,1,66.59,53.63,2,1,Month-to-Month,Mailed Check,Senior,2,2022-02,1
CUST_1102,72,53.74,3875.5,3,1,Month-to-Month,Electronic Check,Middle Age,8,2023-08,0
CUST_1103,51,86.56,4373.15,4,3,Month-to-Month,Bank Transfer,Senior,1,2023-01,0
CUST_1104,63,91.42,5765.47,4,1,Two Year,Bank Transfer,Senior,9,2023-09,0
CUST_1105,72,28.51,2075.26,4,2,Month-to-Month,Electronic Check,Young Adult,7,2022-07,0
CUST_1106,4,69.56,288.72,3,5,Month-to-Month,Credit Card,Young Adult,1,2022-01,1
CUST_1107,12,92.44,1132.16,2,3,Month-to-Month,Credit Card,Middle Age,5,2021-05,1
CUST_1108,34,66.27,2274.87,5,2,Month-to-Month,Electronic Check,Young Adult,2,2021-02,0
CUST_1109,28,84.58,2279.65,4,1,Month-to-Month,Electronic Check,Middle Age,11,2021-11,1
CUST_1110,4,77.02,339.92,5,4,Month-to-Month,Bank Transfer,Middle Age,12,2021-12,1
CUST_1111,40,76.83,3039.65,1,5,Month-to-Month,Electronic Check,Middle Age,1,2023-01,1
CUST_1112,6,64.57,332.63,1,3,Month-to-Month,Bank Transfer,Middle Age,1,2021-01,1
CUST_1113,6,45.67,218.8,1,6,One Year,Credit Card,Middle Age,5,2022-05,1
CUST_1114,18,47.57,877.94,4,5,One Year,Credit Card,Young Adult,4,2021-04,0
CUST_1115,21,84.19,1756.86,3,4,Month-to-Month,Bank Transfer,Middle Age,5,2022-05,1
CUST_1116,20,70.39,1323.7,4,4,One Year,Credit Card,Middle Age,6,2023-06,0
CUST_1117,2,67.23,158.36,1,2,Month-to-Month,Credit Card,Middle Age,1,2023-01,1
CUST_1118,50,61.52,3004.02,1,3,Month-to-Month,Electronic Check,Middle Age,2,2022-02,0
CUST_1119,7,63.9,454.29,4,6,Month-to-Month,Credit Card,Middle Age,2,2023-02,1
CUST_1120,3,90.94,284.74,3,3,Month-to-Month,Credit Card,Young Adult,5,2022-05,1
CUST_1121,52,63.3,3335.88,3,1,Month-to-Month,Electronic Check,Senior,12,2022-12,0
CUST_1122,72,43.18,3198.04,5,5,Month-to-Month,Credit Card,Middle Age,10,2022-10,0
CUST_1123,47,84.87,3920.66,2,3,Month-to-Month,Credit Card,Middle Age,9,2023-09,0
CUST_1124,39,65.9,2567.48,1,1,Month-to-Month,Bank Transfer,Young Adult,7,2021-07,0
CUST_1125,25,70.63,1751.93,3,2,Month-to-Month,Credit Card,Young Adult,10,2023-10,0
CUST_1126,19,102.15,1962.54,1,2,Two Year,Mailed Check,Senior,4,2023-04,0
CUST_1127,2,69.59,149.96,2,1,Month-to-Month,Credit Card,Middle Age,5,2023-05,1
CUST_1128,12,75.78,891.73,1,4,Two Year,Bank Transfer,Middle Age,11,2023-11,0
CUST_1129,11,46.42,488.57,3,3,Month-to-Month,Credit Card,Middle Age,7,2023-07,1
CUST_1130,7,65.61,403.45,5,5,Month-to-Month,Credit Card,Middle Age,10,2021-10,1
CUST_1131,30,82.19,2515.09,4,2,Two Year,Credit Card,Young Adult,9,2021-09,0
CUST_1132,16,38.89,645.2,4,2,Two Year,Credit Card,Middle Age,12,2022-12,0
CUST_1133,2,74.02,193.93,3,1,Month-to-Month,Mailed Check,Young Adult,10,2021-10,1
CUST_1134,5,72.02,344.58,3,5,Month-to-Month,Electronic Check,Middle Age,7,2023-07,1
CUST_1135,27,70.83,1879.57,2,4,Month-to-Month,Electronic Check,Senior,11,2022-11,0
CUST_1136,1,90.74,36.82,1,3,One Year,Bank Transfer,Middle Age,2,2023-02,0
CUST_1137,45,76.69,3469.0,2,5,Month-to-Month,Credit Card,Senior,4,2022-04,1
CUST_1138,16,99.56,1540.97,4,2,One Year,Electronic Check,Young Adult,10,2023-10,0
CUST_1139,15,50.13,844.38,1,4,One Year,Credit Card,Senior,4,2022-04,1
CUST_1140,21,72.72,1461.74,2,1,Month-to-Month,Credit Card,Middle Age,11,2022-11,1
CUST_1141,41,71.69,2952.97,4,0,One Year,Credit Card,Middle Age,9,2021-09,0
CUST_1142,10,48.61,564.44,1,3,One Year,Bank Transfer,Middle Age,8,2022-08,0
CUST_1143,27,89.13,2436.46,5,3,Month-to-Month,Credit Card,Middle Age,6,2021-06,0
CUST_1144,20,116.49,2338.58,5,6,Month-to-Month,Bank Transfer,Middle Age,8,2021-08,1
CUST_1145,7,69.66,439.2,2,2,One Year,Bank Transfer,Young Adult,7,2021-07,0
CUST_1146,50,80.1,3935.91,3,4,Month-to-Month,Bank Transfer,Young Adult,8,2022-08,0
CUST_1147,38,71.69,2762.72,1,2,One Year,Electronic Check,Senior,7,2021-07,0
CUST_1148,25,55.73,1468.56,2,1,Month-to-Month,Credit Card,Senior,2,2021-02,1
CUST_1149,45,33.58,1489.16,3,5,Month-to-Month,Credit Card,Young Adult,11,2022-11,1
CUST_1150,48,55.88,2625.29,3,4,Two Year,Bank Transfer,Middle Age,12,2022-12,0
CUST_1151,29,42.16,1099.73,1,1,Month-to-Month,Bank Transfer,Young Adult,6,2023-06,0
CUST_1152,43,104.08,4426.4,1,2,Month-to-Month,Credit Card,Young Adult,4,2023-04,0
CUST_1153,28,67.7,1889.92,3,5,One Year,Mailed Check,Middle Age,4,2022-04,0
CUST_1154,27,63.08,1783.12,4,1,One Year,Credit Card,Middle Age,10,2021-10,0
CUST_1155,23,87.78,2052.6,2,3,Month-to-Month,Bank Transfer,Young Adult,6,2022-06,1
CUST_1156,33,47.56,1584.73,1,5,Two Year,Bank Transfer,Senior,8,2022-08,0
CUST_1157,4,54.66,198.63,3,2,Month-to-Month,Mailed Check,Young Adult,5,2023-05,1
CUST_1158,51,71.36,3610.2,4,2,One Year,Mailed Check,Senior,3,2023-03,0
CUST_1159,49,90.58,4508.7,5,3,Month-to-Month,Credit Card,Middle Age,12,2022-12,0
CUST_1160,1,80.03,90.07,3,2,Month-to-Month,Electronic Check,Middle Age,1,2021-01,1
CUST_1161,41,74.97,2968.64,4,3,One Year,Credit Card,Middle Age,5,2022-05,0
CUST_1162,3,71.56,181.0,5,2,One Year,Bank Transfer,Young Adult,3,2022-03,0
CUST_1163,9,78.0,659.09,4,4,One Year,Bank Transfer,Young Adult,3,2023-03,1
CUST_1164,32,74.03,2341.65,1,3,Month-to-Month,Electronic Check,Young Adult,4,2021-04,1
CUST_1165,4,49.4,225.75,3,4,Two Year,Electronic Check,Middle Age,9,2023-09,1
CUST_1166,40,70.92,2831.43,5,5,Month-to-Month,Credit Card,Young Adult,4,2021-04,0
CUST_1167,42,48.53,2034.42,4,3,Month-to-Month,Credit Card,Middle Age,5,2022-05,0
CUST_1168,16,71.62,1211.59,5,1,Two Year,Electronic Check,Young Adult,10,2022-10,0
CUST_1169,1,60.39,25.57,2,1,Month-to-Month,Bank Transfer,Young Adult,5,2021-05,1
CUST_1170,8,120.0,1053.21,3,2,Month-to-Month,Electronic Check,Senior,1,2021-01,1
CUST_1171,23,69.2,1558.03,1,3,Two Year,Credit Card,Senior,7,2022-07,0
CUST_1172,72,41.92,3022.7,5,5,Two Year,Electronic Check,Young Adult,2,2021-02,0
CUST_1173,23,67.32,1534.3,4,2,One Year,Bank Transfer,Middle Age,6,2022-06,0
CUST_1174,7,80.39,568.9,5,1,Month-to-Month,Bank Transfer,Middle Age,11,2021-11,0
